xi,Khat
26.8125,0.3687058502987054
26.84375,0.36893127671808207
26.875,0.3691561916018464
26.90625,0.369380596234049
26.9375,0.36960449189604333
26.96875,0.369827879866483
27.0,0.3700507614213198
27.03125,0.37027313783380134
27.0625,0.3704950103744689
27.09375,0.3707163803111558
27.125,0.37093724890898494
27.15625,0.3711576174303675
27.1875,0.371377487135001
27.21875,0.37159685927986796
27.25,0.3718157351192339
27.28125,0.3720341159046465
27.3125,0.37225200288493404
27.34375,0.37246939730620404
27.375,0.3726863004118424
27.40625,0.3729027134425123
27.4375,0.37311863763615316
27.46875,0.3733340742279797
27.5,0.3735490244504816
27.53125,0.37376348953342226
27.5625,0.3739774707038386
27.59375,0.3741909691860404
27.625,0.3744039862016098
27.65625,0.37461652296940123
27.6875,0.3748285807055408
27.71875,0.3750401606234263
27.75,0.3752512639337272
27.78125,0.3754618918443844
27.8125,0.37567204556061023
27.84375,0.3758817262848891
27.875,0.376090935216977
27.90625,0.3762996735539023
27.9375,0.3765079424899659
27.96875,0.37671574321674167
28.0,0.3769230769230769
28.03125,0.37712994479509315
28.0625,0.37733634801618643
28.09375,0.37754228776702836
28.125,0.3777477652255667
28.15625,0.3779527815670262
28.1875,0.37815733796390977
28.21875,0.378361435585999
28.25,0.3785650756003558
28.28125,0.3787682591713229
28.3125,0.3789709874605256
28.34375,0.3791732616268726
28.375,0.3793750828265575
28.40625,0.37957645221306013
28.4375,0.37977737093714803
28.46875,0.3799778401468777
28.5,0.38017786098759654
28.53125,0.3803774346019441
28.5625,0.380576562129854
28.59375,0.38077524470855556
28.625,0.38097348347257537
28.65625,0.38117127955373953
28.6875,0.38136863408117533
28.71875,0.381565548181313
28.75,0.38176202297788814
28.78125,0.38195805959194334
28.8125,0.38215365914183064
28.84375,0.3823488227432134
28.875,0.38254355150906877
28.90625,0.3827378465496896
28.9375,0.38293170897268713
28.96875,0.3831251398829932
29.0,0.3833181403828623
29.03125,0.38351071157187483
29.0625,0.3837028545469387
29.09375,0.38389457040229247
29.125,0.38408586022950775
29.15625,0.3842767251174917
29.1875,0.3844671661524901
29.21875,0.38465718441808955
29.25,0.3848467809952207
29.28125,0.38503595696216075
29.3125,0.38522471339453657
29.34375,0.3854130513653272
29.375,0.38560097194486725
29.40625,0.3857884762008496
29.4375,0.3859755651983283
29.46875,0.3861622399997221
29.5,0.3863485016648169
29.53125,0.38653435125076935
29.5625,0.38671978981211
29.59375,0.3869048184007462
29.625,0.3870894380659656
29.65625,0.3872736498544393
29.6875,0.38745745481022525
29.71875,0.38764085397477166
29.75,0.3878238483869201
29.78125,0.38800643908290916
29.8125,0.3881886270963779
29.84375,0.38837041345836926
29.875,0.3885517991973335
29.90625,0.3887327853391319
29.9375,0.3889133729070402
29.96875,0.3890935629217524
30.0,0.3892733564013841
30.03125,0.38945275436147647
30.0625,0.3896317578149998
30.09375,0.3898103677723573
30.125,0.3899885852413886
30.15625,0.39016641122737394
30.1875,0.39034384673303774
30.21875,0.39052089275855245
30.25,0.3906975503015424
30.28125,0.39087382035708784
30.3125,0.3910497039177287
30.34375,0.39122520197346855
30.375,0.3914003155117787
30.40625,0.3915750455176019
30.4375,0.3917493929733569
30.46875,0.3919233588589418
30.5,0.3920969441517387
30.53125,0.39227014982661734
30.5625,0.39244297685593965
30.59375,0.39261542620956347
30.625,0.39278749885484693
30.65625,0.39295919575665267
30.6875,0.39313051787735187
30.71875,0.39330146617682854
30.75,0.3934720416124837
30.78125,0.39364224513923995
30.8125,0.3938120777095452
30.84375,0.3939815402733774
30.875,0.39415063377824866
30.90625,0.3943193591692098
30.9375,0.39448771738885435
30.96875,0.39465570937732325
31.0,0.39482333607230896
31.03125,0.39499059840906015
31.0625,0.39515749732038585
31.09375,0.39532403373666014
31.125,0.3954902085858264
31.15625,0.3956560227934018
31.1875,0.39582147728248185
31.21875,0.39598657297374507
31.25,0.3961513107854571
31.28125,0.3963156916334756
31.3125,0.39647971643125446
31.34375,0.3966433860898488
31.375,0.396806701517919
31.40625,0.3969696636217358
31.4375,0.3971322733051845
31.46875,0.39729453146976984
31.5,0.39745643901462047
31.53125,0.39761799683649357
31.5625,0.39777920582977966
31.59375,0.39794006688650707
31.625,0.3981005808963467
31.65625,0.3982607487466167
31.6875,0.39842057132228714
31.71875,0.39858004950598475
31.75,0.39873918417799753
31.78125,0.3988979762162796
31.8125,0.39905642649645584
31.84375,0.39921453589182665
31.875,0.3993723052733727
31.90625,0.3995297355097598
31.9375,0.3996868274673434
31.96875,0.39984358201017367
32.0,0.4
32.03125,0.40015608229627603
32.0625,0.40031182975616436
32.09375,0.4004672432345412
32.125,0.40062232358400157
32.15625,0.4007770716548636
32.1875,0.40093148829517383
32.21875,0.40108557435071185
32.25,0.40123933066499495
32.28125,0.4013927580792833
32.3125,0.4015458574325847
32.34375,0.40169862956165925
32.375,0.4018510753010244
32.40625,0.4020031954829598
32.4375,0.4021549909375121
32.46875,0.4023064624925
32.5,0.4024576109735188
32.53125,0.4026084372039455
32.5625,0.40275894200494394
32.59375,0.40290912619546915
32.625,0.4030589905922726
32.65625,0.4032085360099072
32.6875,0.4033577632607317
32.71875,0.4035066731549163
32.75,0.4036552665004469
32.78125,0.4038035441031305
32.8125,0.4039515067665999
32.84375,0.4040991552923186
32.875,0.4042464904795858
32.90625,0.4043935131255411
32.9375,0.40454022402517004
32.96875,0.4046866239713083
33.0,0.40483271375464686
33.03125,0.4049784941637372
33.0625,0.4051239659849961
33.09375,0.40526913000271025
33.125,0.4054139869990417
33.15625,0.4055585377540323
33.1875,0.40570278304560903
33.21875,0.4058467236495888
33.25,0.4059903603396833
33.28125,0.4061336938875039
33.3125,0.406276725062567
33.34375,0.4064194546322984
33.375,0.40656188336203847
33.40625,0.4067040120150473
33.4375,0.40684584135250923
33.46875,0.4069873721335382
33.5,0.4071286051151823
33.53125,0.407269541052429
33.5625,0.40741018069820994
33.59375,0.4075505248034059
33.625,0.40769057411685167
33.65625,0.407830329385341
33.6875,0.4079697913536316
33.71875,0.40810896076444997
33.75,0.4082478383584965
33.78125,0.40838642487445
33.8125,0.4085247210489731
33.84375,0.40866272761671685
33.875,0.4088004453103256
33.90625,0.4089378748604423
33.9375,0.4090750169957129
33.96875,0.4092118724427916
34.0,0.4093484419263456
34.03125,0.40948472616906006
34.0625,0.40962072589164306
34.09375,0.4097564418128303
34.125,0.4098918746493901
34.15625,0.4100270251161284
34.1875,0.4101618939258934
34.21875,0.41029648178958084
34.25,0.4104307894161382
34.28125,0.41056481751257035
34.3125,0.41069856678394384
34.34375,0.41083203793339207
34.375,0.41096523166212
34.40625,0.41109814866940914
34.4375,0.4112307896526222
34.46875,0.4113631553072082
34.5,0.411495246326707
34.53125,0.4116270634027545
34.5625,0.41175860722508717
34.59375,0.411889878481547
34.625,0.4120208778580864
34.65625,0.4121516060387728
34.6875,0.4122820637057937
34.71875,0.4124122515394613
34.75,0.41254217021821754
34.78125,0.41267182041863854
34.8125,0.4128012028154397
34.84375,0.41293031808148034
34.875,0.4130591668877686
34.90625,0.41318774990346613
34.9375,0.41331606779589275
34.96875,0.4134441212305315
35.0,0.41357191087103307
35.03125,0.4136994373792209
35.0625,0.4138267014150956
35.09375,0.41395370363683986
35.125,0.41408044470082334
35.15625,0.41420692526160696
35.1875,0.4143331459719481
35.21875,0.41445910748280496
35.25,0.41458481044334156
35.28125,0.41471025550093216
35.3125,0.4148354433011662
35.34375,0.41496037448785283
35.375,0.41508504970302573
35.40625,0.4152094695869476
35.4375,0.41533363477811513
35.46875,0.4154575459132632
35.5,0.41558120362737017
35.53125,0.41570460855366187
35.5625,0.41582776132361665
35.59375,0.4159506625669701
35.625,0.41607331291171923
35.65625,0.4161957129841275
35.6875,0.41631786340872934
35.71875,0.4164397648083346
35.75,0.4165614178040334
35.78125,0.41668282301520054
35.8125,0.41680398105950006
35.84375,0.4169248925528901
35.875,0.41704555810962707
35.90625,0.4171659783422705
35.9375,0.41728615386168755
35.96875,0.41740608527705747
36.0,0.4175257731958763
36.03125,0.4176452182239611
36.0625,0.4177644209654549
36.09375,0.41788338202283093
36.125,0.4180021019968971
36.15625,0.4181205814868006
36.1875,0.41823882109003263
36.21875,0.41835682140243236
36.25,0.41847458301819196
36.28125,0.4185921065298606
36.3125,0.41870939252834927
36.34375,0.41882644160293503
36.375,0.4189432543412655
36.40625,0.4190598313293635
36.4375,0.419176173151631
36.46875,0.41929228039085414
36.5,0.41940815362820716
36.53125,0.4195237934432571
36.5625,0.41963920041396796
36.59375,0.4197543751167055
36.625,0.41986931812624106
36.65625,0.4199840300157563
36.6875,0.4200985113568476
36.71875,0.42021276271953023
36.75,0.42032678467224277
36.78125,0.42044057778185134
36.8125,0.42055414261365426
36.84375,0.420667479731386
36.875,0.4207805896972217
36.90625,0.42089347307178143
36.9375,0.4210061304141344
36.96875,0.4211185622818035
37.0,0.42123076923076924
37.03125,0.42134275181547426
37.0625,0.4214545105888275
37.09375,0.42156604610220855
37.125,0.4216773589054717
37.15625,0.4217884495469504
37.1875,0.4218993185734613
37.21875,0.42200996653030864
37.25,0.42212039396128836
37.28125,0.42223060140869223
37.3125,0.42234058941331215
37.34375,0.4224503585144444
37.375,0.4225599092498937
37.40625,0.4226692421559772
37.4375,0.4227783577675291
37.46875,0.42288725661790444
37.5,0.4229959392389833
37.53125,0.42310440616117495
37.5625,0.4232126579134221
37.59375,0.4233206950232047
37.625,0.42342851801654435
37.65625,0.4235361274180084
37.6875,0.4236435237507136
37.71875,0.4237507075363309
37.75,0.42385767929508866
37.78125,0.42396443954577756
37.8125,0.424070988805754
37.84375,0.42417732759094445
37.875,0.42428345641584947
37.90625,0.4243893757935476
37.9375,0.42449508623569937
37.96875,0.42460058825255165
38.0,0.42470588235294116
38.03125,0.4248109690442987
38.0625,0.42491584883265315
38.09375,0.42502052222263537
38.125,0.4251249897174821
38.15625,0.4252292518190401
38.1875,0.4253333090277699
38.21875,0.4254371618427497
38.25,0.4255408107616797
38.28125,0.42564425628088537
38.3125,0.4257474988953218
38.34375,0.4258505390985776
38.375,0.42595337738287853
38.40625,0.4260560142390915
38.4375,0.4261584501567285
38.46875,0.4262606856239504
38.5,0.42636272112757084
38.53125,0.42646455715305986
38.5625,0.42656619418454816
38.59375,0.4266676327048304
38.625,0.42676887319536944
38.65625,0.4268699161362999
38.6875,0.42697076200643197
38.71875,0.4270714112832554
38.75,0.427171864442943
38.78125,0.4272721219603546
38.8125,0.42737218430904056
38.84375,0.427472051961246
38.875,0.4275717253879139
38.90625,0.42767120505868933
38.9375,0.42777049144192303
38.96875,0.42786958500467487
39.0,0.42796848621271805
39.03125,0.4280671955305423
39.0625,0.4281657134213578
39.09375,0.42826404034709886
39.125,0.4283621767684276
39.15625,0.42846012314473736
39.1875,0.4285578799341567
39.21875,0.4286554475935529
39.25,0.4287528265785354
39.28125,0.4288500173434597
39.3125,0.42894702034143073
39.34375,0.42904383602430674
39.375,0.4291404648427026
39.40625,0.4292369072459934
39.4375,0.4293331636823184
39.46875,0.42942923459858406
39.5,0.429525120440468
39.53125,0.42962082165242227
39.5625,0.4297163386776771
39.59375,0.42981167195824427
39.625,0.4299068219349208
39.65625,0.43000178904729225
39.6875,0.4300965737337364
39.71875,0.4301911764314265
39.75,0.4302855975763352
39.78125,0.4303798376032375
39.8125,0.4304738969457146
39.84375,0.430567776036157
39.875,0.4306614753057683
39.90625,0.43075499518456867
39.9375,0.43084833610139767
39.96875,0.4309414984839185
40.0,0.43103448275862066
40.03125,0.43112728935082406
40.0625,0.4312199186846817
40.09375,0.4313123711831836
40.125,0.4314046472681599
40.15625,0.43149674736028437
40.1875,0.4315886718790776
40.21875,0.4316804212429105
40.25,0.43177199586900755
40.28125,0.43186339617345015
40.3125,0.43195462257118
40.34375,0.43204567547600226
40.375,0.432136555300589
40.40625,0.4322272624564825
40.4375,0.4323177973540985
40.46875,0.4324081604027292
40.5,0.43249835201054715
40.53125,0.43258837258460786
40.5625,0.4326782225308534
40.59375,0.4327679022541157
40.625,0.43285741215811946
40.65625,0.4329467526454857
40.6875,0.43303592411773484
40.71875,0.4331249269752897
40.75,0.4332137616174792
40.78125,0.4333024284425411
40.8125,0.43339092784762523
40.84375,0.433479260228797
40.875,0.43356742598104014
40.90625,0.43365542549826
40.9375,0.43374325917328704
40.96875,0.4338309273978792
41.0,0.4339184305627259
41.03125,0.4340057690574504
41.0625,0.43409294327061354
41.09375,0.4341799535897164
41.125,0.43426680040120363
41.15625,0.4343534840904663
41.1875,0.4344400050418453
41.21875,0.4345263636386342
41.25,0.43461256026308226
41.28125,0.4346985952963977
41.3125,0.43478446911875046
41.34375,0.4348701821092755
41.375,0.4349557346460757
41.40625,0.4350411271062247
41.4375,0.4351263598657705
41.46875,0.4352114332997376
41.5,0.43529634778213067
41.53125,0.43538110368593735
41.5625,0.43546570138313107
41.59375,0.4355501412446741
41.625,0.4356344236405208
41.65625,0.4357185489396199
41.6875,0.4358025175099182
41.71875,0.435886329718363
41.75,0.43596998593090514
41.78125,0.436053486512502
41.8125,0.43613683182712043
41.84375,0.4362200222377394
41.875,0.4363030581063534
41.90625,0.43638593979397455
41.9375,0.4364686676606363
41.96875,0.4365512420653957
42.0,0.43663366336633663
42.03125,0.4367159319205724
42.0625,0.4367980480842487
42.09375,0.43688001221254646
42.125,0.43696182465968464
42.15625,0.4370434857789231
42.1875,0.4371249959225652
42.21875,0.43720635544196096
42.25,0.43728756468750957
42.28125,0.4373686240086623
42.3125,0.43744953375392515
42.34375,0.4375302942708619
42.375,0.43761090590609647
42.40625,0.43769136900531613
42.4375,0.43777168391327387
42.46875,0.4378518509737912
42.5,0.4379318705297612
42.53125,0.43801174292315076
42.5625,0.43809146849500374
42.59375,0.43817104758544334
42.625,0.43825048053367505
42.65625,0.4383297676779891
42.6875,0.4384089093557634
42.71875,0.4384879059034659
42.75,0.43856675765665776
42.78125,0.43864546494999546
42.8125,0.43872402811723366
42.84375,0.4388024474912281
42.875,0.43888072340393786
42.90625,0.4389588561864281
42.9375,0.43903684616887284
42.96875,0.43911469368055744
43.0,0.4391923990498812
43.03125,0.4392699626043601
43.0625,0.439347384670629
43.09375,0.43942466557444476
43.125,0.4395018056406886
43.15625,0.4395788051933684
43.1875,0.43965566455562166
43.21875,0.4397323840497178
43.25,0.439808963997061
43.28125,0.4398854047181922
43.3125,0.4399617065327922
43.34375,0.44003786975968395
43.375,0.44011389471683493
43.40625,0.4401897817213599
43.4375,0.4402655310895233
43.46875,0.4403411431367417
43.5,0.4404166181775864
43.53125,0.44049195652578577
43.5625,0.44056715849422773
43.59375,0.44064222439496253
43.625,0.4407171545392047
43.65625,0.4407919492373359
43.6875,0.44086660879890716
43.71875,0.44094113353264136
43.75,0.4410155237464359
43.78125,0.4410897797473645
43.8125,0.4411639018416805
43.84375,0.4412378903348183
43.875,0.4413117455313966
43.90625,0.44138546773522036
43.9375,0.44145905724928314
43.96875,0.44153251437576974
44.0,0.4416058394160584
44.03125,0.44167903267072317
44.0625,0.44175209443953634
44.09375,0.44182502502147075
44.125,0.4418978247147021
44.15625,0.4419704938166115
44.1875,0.44204303262378736
44.21875,0.4421154414320281
44.25,0.44218772053634436
44.28125,0.4422598702309614
44.3125,0.44233189080932106
44.34375,0.4424037825640845
44.375,0.4424755457871342
44.40625,0.4425471807695764
44.4375,0.44261868780174307
44.46875,0.44269006717319476
44.5,0.4427613191727222
44.53125,0.44283244408834904
44.5625,0.44290344220733396
44.59375,0.44297431381617275
44.625,0.4430450592006007
44.65625,0.44311567864559487
44.6875,0.44318617243537617
44.71875,0.4432565408534117
44.75,0.4433267841824169
44.78125,0.4433969027043577
44.8125,0.44346689670045286
44.84375,0.443536766451176
44.875,0.44360651223625785
44.90625,0.4436761343346885
44.9375,0.4437456330247194
44.96875,0.44381500858386574
45.0,0.4438842612889084
45.03125,0.44395339141589607
45.0625,0.4440223992401478
45.09375,0.4440912850362546
45.125,0.4441600490780819
45.15625,0.4442286916387715
45.1875,0.444297212990744
45.21875,0.44436561340570035
45.25,0.4444338931546246
45.28125,0.44450205250778557
45.3125,0.44457009173473894
45.34375,0.4446380111043296
45.375,0.4447058108846935
45.40625,0.44477349134325994
45.4375,0.4448410527467533
45.46875,0.4449084953611954
45.5,0.44497581945190756
45.53125,0.44504302528351236
45.5625,0.4451101131199359
45.59375,0.44517708322440996
45.625,0.4452439358594737
45.65625,0.4453106712869759
45.6875,0.44537728976807683
45.71875,0.44544379156325065
45.75,0.44551017693228684
45.78125,0.44557644613429254
45.8125,0.44564259942769463
45.84375,0.44570863707024133
45.875,0.4457745593190047
45.90625,0.44584036643038216
45.9375,0.44590605866009864
45.96875,0.44597163626320857
46.0,0.4460370994940978
46.03125,0.4461024486064856
46.0625,0.44616768385342653
46.09375,0.44623280548731237
46.125,0.44629781375987415
46.15625,0.44636270892218394
46.1875,0.44642749122465697
46.21875,0.4464921609170533
46.25,0.4465567182484799
46.28125,0.44662116346739267
46.3125,0.44668549682159786
46.34375,0.44674971855825446
46.375,0.446813828923876
46.40625,0.44687782816433214
46.4375,0.4469417165248508
46.46875,0.4470054942500201
46.5,0.44706916158378995
46.53125,0.447132718769474
46.5625,0.44719616604975176
46.59375,0.44725950366667
46.625,0.447322731861645
46.65625,0.44738585087546406
46.6875,0.4474488609482876
46.71875,0.4475117623196508
46.75,0.4475745552284654
46.78125,0.4476372399130217
46.8125,0.44769981661099023
46.84375,0.4477622855594236
46.875,0.44782464699475827
46.90625,0.44788690115281626
46.9375,0.44794904826880705
46.96875,0.4480110885773295
47.0,0.4480730223123732
47.03125,0.4481348497073207
47.0625,0.448196570994949
47.09375,0.44825818640743126
47.125,0.4483196961763388
47.15625,0.44838110053264285
47.1875,0.4484423997067158
47.21875,0.4485035939283336
47.25,0.44856468342667705
47.28125,0.4486256684303337
47.3125,0.44868654916729955
47.34375,0.4487473258649808
47.375,0.4488079987501953
47.40625,0.4488685680491747
47.4375,0.4489290339875658
47.46875,0.44898939679043237
47.5,0.44904965668225694
47.53125,0.4491098138869422
47.5625,0.44916986862781294
47.59375,0.4492298211276176
47.625,0.4492896716085301
47.65625,0.44934942029215125
47.6875,0.4494090673995106
47.71875,0.4494686131510679
47.75,0.4495280577667151
47.78125,0.4495874014657777
47.8125,0.4496466444670163
47.84375,0.4497057869886286
47.875,0.4497648292482508
47.90625,0.4498237714629591
47.9375,0.4498826138492716
47.96875,0.44994135662314977
48.0,0.45
48.03125,0.45005854419467534
48.0625,0.45011698942147704
48.09375,0.45017533589415604
48.125,0.4502335838259147
48.15625,0.4502917334294085
48.1875,0.4503497849167471
48.21875,0.4504077384994966
48.25,0.4504655943886806
48.28125,0.45052335279478206
48.3125,0.45058101392774463
48.34375,0.45063857799697443
48.375,0.4506960452113414
48.40625,0.4507534157791809
48.4375,0.4508106899082954
48.46875,0.45086786780595595
48.5,0.45092494967890345
48.53125,0.4509819357333506
48.5625,0.451038826174983
48.59375,0.4510956212089611
48.625,0.4511523210399213
48.65625,0.45120892587197775
48.6875,0.4512654359087238
48.71875,0.4513218513532334
48.75,0.4513781724080625
48.78125,0.4514343992752509
48.8125,0.4514905321563234
48.84375,0.4515465712522915
48.875,0.45160251676365465
48.90625,0.45165836889040184
48.9375,0.45171412783201326
48.96875,0.45176979378746135
49.0,0.45182536695521264
49.03125,0.45188084753322894
49.0625,0.45193623571896896
49.09375,0.45199153170938966
49.125,0.4520467357009477
49.15625,0.45210184788960095
49.1875,0.4521568684708098
49.21875,0.4522117976395387
49.25,0.45226663559025754
49.28125,0.452321382516943
49.3125,0.45237603861308
49.34375,0.4524306040716633
49.375,0.4524850790851986
49.40625,0.45253946384570404
49.4375,0.45259375854471173
49.46875,0.452647963373269
49.5,0.45270207852193994
49.53125,0.45275610418080653
49.5625,0.45281004053947016
49.59375,0.45286388778705317
49.625,0.4529176461121999
49.65625,0.4529713157030783
49.6875,0.4530248967473812
49.71875,0.4530783894323277
49.75,0.4531317939446644
49.78125,0.45318511047066695
49.8125,0.45323833919614126
49.84375,0.45329148030642485
49.875,0.45334453398638835
49.90625,0.45339750042043653
49.9375,0.45345037979250985
49.96875,0.4535031722860858
50.0,0.45355587808417996
50.03125,0.45360849736934783
50.0625,0.4536610303236855
50.09375,0.4537134771288315
50.125,0.45376583796596776
50.15625,0.4538181130158211
50.1875,0.45387030245866444
50.21875,0.45392240647431814
50.25,0.45397442524215115
50.28125,0.4540263589410826
50.3125,0.45407820774958274
50.34375,0.4541299718456744
50.375,0.4541816514069343
50.40625,0.4542332466104941
50.4375,0.454284757633042
50.46875,0.45433618465082365
50.5,0.45438752783964365
50.53125,0.45443878737486676
50.5625,0.45448996343141895
50.59375,0.4545410561837891
50.625,0.4545920658060296
50.65625,0.45464299247175827
50.6875,0.45469383635415905
50.71875,0.45474459762598346
50.75,0.4547952764595519
50.78125,0.4548458730267548
50.8125,0.4548963874990537
50.84375,0.45494682004748266
50.875,0.4549971708426494
50.90625,0.4550474400547365
50.9375,0.4550976278535027
50.96875,0.4551477344082839
51.0,0.4551977598879944
51.03125,0.4552477044611284
51.0625,0.45529756829576074
51.09375,0.45534735155954836
51.125,0.45539705441973155
51.15625,0.45544667704313485
51.1875,0.4554962195961684
51.21875,0.4555456822448291
51.25,0.4555950651547018
51.28125,0.4556443684909603
51.3125,0.4556935924183689
51.34375,0.455742737101283
51.375,0.4557918027036507
51.40625,0.4558407893890139
51.4375,0.4558896973205091
51.46875,0.455938526660869
51.5,0.4559872775724233
51.53125,0.45603595021710003
51.5625,0.45608454475642657
51.59375,0.4561330613515309
51.625,0.45618150016314263
51.65625,0.45622986135159405
51.6875,0.45627814507682146
51.71875,0.45632635149836615
51.75,0.45637448077537546
51.78125,0.45642253306660396
51.8125,0.4564705085304147
51.84375,0.45651840732478
51.875,0.45656622960728277
51.90625,0.45661397553511757
51.9375,0.4566616452650917
51.96875,0.45670923895362603
52.0,0.45675675675675675
52.03125,0.4568041988301357
52.0625,0.4568515653290318
52.09375,0.4568988564083323
52.125,0.4569460722225434
52.15625,0.4569932129257917
52.1875,0.4570402786718251
52.21875,0.45708726961401397
52.25,0.45713418590535193
52.28125,0.45718102769845737
52.3125,0.45722779514557405
52.34375,0.4572744883985724
52.375,0.4573211076089505
52.40625,0.4573676529278351
52.4375,0.4574141245059828
52.46875,0.4574605224937808
52.5,0.4575068470412482
52.53125,0.45755309829803703
52.5625,0.45759927641343295
52.59375,0.45764538153635664
52.625,0.45769141381536477
52.65625,0.4577373733986507
52.6875,0.457783260434046
52.71875,0.457829075069021
52.75,0.457874817450686
52.78125,0.4579204877257923
52.8125,0.4579660860407332
52.84375,0.4580116125415449
52.875,0.4580570673739075
52.90625,0.45810245068314626
52.9375,0.4581477626142322
52.96875,0.4581930033117832
53.0,0.45823817292006525
53.03125,0.45828327158299315
53.0625,0.45832829944413145
53.09375,0.45837325664669576
53.125,0.4584181433335533
53.15625,0.45846295964722417
53.1875,0.45850770572988225
53.21875,0.458552381723356
53.25,0.45859698776912966
53.28125,0.4586415240083441
53.3125,0.45868599058179776
53.34375,0.45873038762994756
53.375,0.45877471529290986
53.40625,0.4588189737104616
53.4375,0.458863163022041
53.46875,0.4589072833667485
53.5,0.45895133488334805
53.53125,0.4589953177102674
53.5625,0.4590392319855997
53.59375,0.4590830778471041
53.625,0.45912685543220655
53.65625,0.45917056487800106
53.6875,0.4592142063212504
53.71875,0.4592577798983869
53.75,0.4593012857455138
53.78125,0.4593447239984057
53.8125,0.4593880947925097
53.84375,0.45943139826294627
53.875,0.45947463454451015
53.90625,0.4595178037716712
53.9375,0.45956090607857536
53.96875,0.45960394159904555
54.0,0.45964691046658257
54.03125,0.45968981281436594
54.0625,0.45973264877525466
54.09375,0.45977541848178843
54.125,0.4598181220661883
54.15625,0.45986075966035744
54.1875,0.4599033313958824
54.21875,0.4599458374040336
54.25,0.45998827781576634
54.28125,0.4600306527617217
54.3125,0.4600729623722275
54.34375,0.46011520677729884
54.375,0.4601573861066393
54.40625,0.4601995004896416
54.4375,0.4602415500553886
54.46875,0.46028353493265395
54.5,0.46032545524990315
54.53125,0.4603673111352943
54.5625,0.46040910271667884
54.59375,0.4604508301216027
54.625,0.4604924934773068
54.65625,0.46053409291072805
54.6875,0.4605756285485002
54.71875,0.46061710051695465
54.75,0.4606585089421211
54.78125,0.46069985394972884
54.8125,0.460741135665207
54.84375,0.4607823542136858
54.875,0.46082350971999714
54.90625,0.46086460230867554
54.9375,0.46090563210395896
54.96875,0.4609465992297894
55.0,0.46098750380981407
55.03125,0.46102834596738584
55.0625,0.4610691258255643
55.09375,0.4611098435071164
55.125,0.46115049913451733
55.15625,0.46119109282995135
55.1875,0.4612316247153125
55.21875,0.4612720949122054
55.25,0.4613125035419461
55.28125,0.4613528507255628
55.3125,0.4613931365837968
55.34375,0.4614333612371031
55.375,0.46147352480565107
55.40625,0.46151362740932556
55.4375,0.4615536691677275
55.46875,0.4615936502001747
55.5,0.4616335706257025
55.53125,0.46167343056306476
55.5625,0.46171323013073445
55.59375,0.46175296944690447
55.625,0.4617926486294885
55.65625,0.4618322677961216
55.6875,0.4618718270641609
55.71875,0.4619113265506869
55.75,0.4619507663725035
55.78125,0.4619901466461391
55.8125,0.4620294674878474
55.84375,0.4620687290136081
55.875,0.46210793133912753
55.90625,0.4621470745798395
55.9375,0.462186158850906
55.96875,0.4622251842672181
56.0,0.46226415094339623
56.03125,0.4623030589937915
56.0625,0.46234190853248597
56.09375,0.4623806996732937
56.125,0.4624194325297612
56.15625,0.46245810721516845
56.1875,0.46249672384252927
56.21875,0.46253528252459236
56.25,0.46257378337384186
56.28125,0.46261222650249806
56.3125,0.46265061202251817
56.34375,0.46268894004559696
56.375,0.46272721068316763
56.40625,0.4627654240464023
56.4375,0.4628035802462129
56.46875,0.4628416793932516
56.5,0.46287972159791196
56.53125,0.46291770697032925
56.5625,0.46295563562038117
56.59375,0.4629935076576888
56.625,0.46303132319161705
56.65625,0.4630690823312755
56.6875,0.4631067851855188
56.71875,0.46314443186294785
56.75,0.4631820224719101
56.78125,0.46321955712050034
56.8125,0.46325703591656137
56.84375,0.4632944589676847
56.875,0.4633318263812111
56.90625,0.4633691382642317
56.9375,0.4634063947235881
56.96875,0.4634435958658732
57.0,0.46348074179743226
57.03125,0.46351783262436297
57.0625,0.46355486845251664
57.09375,0.46359184938749853
57.125,0.4636287755346685
57.15625,0.46366564699914203
57.1875,0.4637024638857904
57.21875,0.4637392262992416
57.25,0.463775934343881
57.28125,0.463812588123852
57.3125,0.4638491877430565
57.34375,0.4638857333051558
57.375,0.463922224913571
57.40625,0.46395866267148383
57.4375,0.4639950466818372
57.46875,0.4640313770473359
57.5,0.46406765387044707
57.53125,0.4641038772534011
57.5625,0.464140047298192
57.59375,0.4641761641065783
57.625,0.4642122277800834
57.65625,0.46424823841999646
57.6875,0.4642841961273727
57.71875,0.4643201010030344
57.75,0.4643559531475712
57.78125,0.46439175266134103
57.8125,0.4644274996444704
57.84375,0.4644631941968552
57.875,0.4644988364181614
57.90625,0.46453442640782544
57.9375,0.4645699642650549
57.96875,0.4646054500888293
58.0,0.46464088397790054
58.03125,0.4646762660307935
58.0625,0.46471159634580655
58.09375,0.4647468750210125
58.125,0.46478210215425886
58.15625,0.46481727784316856
58.1875,0.46485240218514057
58.21875,0.4648874752773504
58.25,0.4649224972167509
58.28125,0.4649574681000725
58.3125,0.46499238802382414
58.34375,0.46502725708429377
58.375,0.4650620753775488
58.40625,0.4650968429994368
58.4375,0.46513156004558603
58.46875,0.46516622661140616
58.5,0.4652008427920886
58.53125,0.4652354086826073
58.5625,0.46526992437771925
58.59375,0.46530438997196494
58.625,0.4653388055596691
58.65625,0.4653731712349413
58.6875,0.4654074870916763
58.71875,0.46544175322355474
